Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Hour(delivery),Hour(order),products.Price (INR),diff-order-delivery,Month Name,Revenue,Calculated Column 1
949,C020,6,4,27-02-2023,20:55:01,06-03-2023,09:35:17,Begusarai,Holi,9,20,1112,7,February,4448,Monday
961,C016,1,5,01-02-2023,06:49:28,10-02-2023,20:54:38,Gulbarga,All Occasions,20,6,1935,9,February,9675,Wednesday
973,C031,66,3,26-02-2023,10:35:55,07-03-2023,03:46:24,Barasat,Holi,3,10,610,9,February,1830,Sunday
978,C019,29,4,28-02-2023,08:59:15,09-03-2023,06:31:07,Barasat,Holi,6,8,1252,9,February,5008,Tuesday
982,C019,47,4,28-02-2023,18:56:23,04-03-2023,03:11:23,Srinagar,Holi,3,18,1638,4,February,6552,Tuesday
991,C054,36,5,09-02-2023,15:01:12,15-02-2023,17:16:56,Barasat,Birthday,17,15,203,6,February,1015,Thursday
51,C036,10,1,15-03-2023,09:23:49,19-03-2023,16:46:40,Agartala,Birthday,16,9,259,4,March,259,Wednesday
96,C099,25,3,14-03-2023,15:00:21,23-03-2023,08:56:06,Latur,Anniversary,8,15,1202,9,March,3606,Tuesday
125,C020,31,2,19-03-2023,09:12:11,25-03-2023,14:36:11,Kolkata,All Occasions,14,9,1804,6,March,3608,Sunday
128,C065,12,3,06-03-2023,16:50:28,13-03-2023,15:11:19,Kochi,Anniversary,15,16,672,7,March,2016,Monday
138,C022,57,4,11-03-2023,09:33:56,18-03-2023,06:02:40,Siliguri,Birthday,6,9,1582,7,March,6328,Saturday
147,C080,8,4,17-03-2023,19:28:15,23-03-2023,13:51:11,Jodhpur,Anniversary,13,19,252,6,March,1008,Friday
170,C040,32,2,21-03-2023,11:58:13,27-03-2023,05:14:07,Kamarhati,Birthday,5,11,1792,6,March,3584,Tuesday
176,C039,17,2,10-03-2023,03:34:46,16-03-2023,17:24:51,Moradabad,Anniversary,17,3,1899,6,March,3798,Friday
197,C095,45,2,22-03-2023,18:38:42,26-03-2023,03:30:06,Etawah,Birthday,3,18,722,4,March,1444,Wednesday
228,C035,36,1,10-03-2023,18:40:52,11-03-2023,10:30:00,Bijapur,Birthday,10,18,203,1,March,203,Friday
234,C097,42,1,24-03-2023,21:18:12,01-04-2023,00:36:53,Khandwa,All Occasions,0,21,1744,8,March,1744,Friday
240,C074,5,5,25-03-2023,06:03:38,30-03-2023,15:43:28,Darbhanga,All Occasions,15,6,1444,5,March,7220,Saturday
244,C041,65,3,20-03-2023,15:06:01,30-03-2023,07:06:40,Guntakal,All Occasions,7,15,1895,10,March,5685,Monday
263,C081,57,4,12-03-2023,09:35:10,13-03-2023,15:22:01,Chittoor,Birthday,15,9,1582,1,March,6328,Sunday
304,C088,67,3,12-03-2023,09:24:28,19-03-2023,23:09:37,Tiruchirappalli,Anniversary,23,9,1374,7,March,4122,Sunday
308,C005,57,1,09-03-2023,07:54:11,12-03-2023,12:11:24,Haldia,Birthday,12,7,1582,3,March,1582,Thursday
321,C049,12,5,08-03-2023,11:27:05,17-03-2023,09:51:43,Rampur,Anniversary,9,11,672,9,March,3360,Wednesday
362,C041,31,2,10-03-2023,03:40:01,17-03-2023,10:35:23,Nashik,All Occasions,10,3,1804,7,March,3608,Friday
394,C028,38,5,23-03-2023,04:26:37,31-03-2023,19:25:58,Dewas,Birthday,19,4,562,8,March,2810,Thursday
396,C068,10,5,15-03-2023,15:30:58,16-03-2023,01:45:01,Tiruvottiyur,Birthday,1,15,259,1,March,1295,Wednesday
408,C063,31,2,05-03-2023,12:19:26,11-03-2023,04:41:38,Haldia,All Occasions,4,12,1804,6,March,3608,Sunday
459,C093,12,2,29-03-2023,07:24:55,30-03-2023,07:34:31,Ranchi,Anniversary,7,7,672,1,March,1344,Wednesday
473,C061,22,3,28-03-2023,08:13:57,04-04-2023,15:44:18,Giridih,All Occasions,15,8,1639,7,March,4917,Tuesday
513,C088,1,4,27-03-2023,09:57:32,02-04-2023,13:56:41,Nandyal,All Occasions,13,9,1935,6,March,7740,Monday
601,C030,1,4,14-03-2023,02:37:47,18-03-2023,03:37:12,Raurkela Industrial Township,All Occasions,3,2,1935,4,March,7740,Tuesday
637,C056,51,3,12-03-2023,19:29:26,20-03-2023,22:34:14,Darbhanga,All Occasions,22,19,1084,8,March,3252,Sunday
687,C098,8,5,15-03-2023,17:57:15,19-03-2023,04:50:54,Raichur,Anniversary,4,17,252,4,March,1260,Wednesday
695,C046,23,4,05-03-2023,16:36:52,14-03-2023,17:01:44,Imphal,Anniversary,17,16,1098,9,March,4392,Sunday
802,C097,45,3,23-03-2023,12:37:23,26-03-2023,06:19:00,Dibrugarh,Birthday,6,12,722,3,March,2166,Thursday
818,C004,8,4,02-03-2023,07:51:06,09-03-2023,09:07:41,Thrissur,Anniversary,9,7,252,7,March,1008,Thursday
849,C013,57,1,12-03-2023,01:16:48,14-03-2023,00:50:03,Panipat,Birthday,0,1,1582,2,March,1582,Sunday
877,C041,46,5,09-03-2023,23:16:16,18-03-2023,12:27:24,Hazaribagh,Anniversary,12,23,758,9,March,3790,Thursday
884,C091,10,3,18-03-2023,22:15:44,27-03-2023,18:59:55,Tezpur,Birthday,18,22,259,9,March,777,Saturday
890,C064,45,4,23-03-2023,23:25:20,27-03-2023,11:38:15,Kharagpur,Birthday,11,23,722,4,March,2888,Thursday
893,C010,63,3,28-03-2023,15:40:42,07-04-2023,14:49:23,Sangli-Miraj & Kupwad,All Occasions,14,15,1348,10,March,4044,Tuesday
895,C066,45,1,28-03-2023,18:45:56,06-04-2023,02:53:40,Sambhal,Birthday,2,18,722,9,March,722,Tuesday
902,C025,32,5,22-03-2023,13:29:55,24-03-2023,12:24:01,Bidar,Birthday,12,13,1792,2,March,8960,Wednesday
924,C013,17,1,25-03-2023,09:47:09,04-04-2023,22:56:05,Sagar,Anniversary,22,9,1899,10,March,1899,Saturday
926,C049,40,4,28-03-2023,23:01:58,31-03-2023,23:51:25,Kulti,Anniversary,23,23,1923,3,March,7692,Tuesday
929,C085,23,1,19-03-2023,07:00:52,26-03-2023,13:02:32,Kavali,Anniversary,13,7,1098,7,March,1098,Sunday
937,C097,51,2,11-03-2023,03:57:43,15-03-2023,19:27:13,Rohtak,All Occasions,19,3,1084,4,March,2168,Saturday
983,C094,70,1,25-03-2023,09:39:44,01-04-2023,06:38:43,Satna,Birthday,6,9,866,7,March,866,Saturday
26,C040,6,3,06-03-2023,05:03:06,12-03-2023,06:06:11,Amroha,Holi,6,5,1112,6,March,3336,Monday
62,C074,6,4,02-03-2023,15:30:51,06-03-2023,23:51:40,Jorhat,Holi,23,15,1112,4,March,4448,Thursday
32,C065,7,5,04-03-2023,15:36:41,05-03-2023,15:54:10,Pudukkottai,Holi,15,15,409,1,March,2045,Saturday
35,C055,7,5,02-03-2023,16:10:26,05-03-2023,15:00:40,Asansol,Holi,15,16,409,3,March,2045,Thursday
11,C065,16,4,02-03-2023,20:14:55,03-03-2023,23:19:47,Belgaum,Holi,23,20,1721,1,March,6884,Thursday
19,C072,62,4,07-03-2023,07:59:48,08-03-2023,03:04:34,Vijayanagaram,Holi,3,7,1356,1,March,5424,Tuesday
36,C029,66,1,04-03-2023,10:28:53,14-03-2023,08:14:49,New Delhi,Holi,8,10,610,10,March,610,Saturday
72,C058,26,3,03-03-2023,15:49:26,12-03-2023,17:34:10,Bally,Holi,17,15,289,9,March,867,Friday
73,C057,26,1,03-03-2023,12:52:36,11-03-2023,01:28:36,Farrukhabad,Holi,1,12,289,8,March,289,Friday
84,C032,47,1,04-03-2023,03:31:50,06-03-2023,07:02:20,Tirupati,Holi,7,3,1638,2,March,1638,Saturday
85,C041,26,2,04-03-2023,21:35:20,14-03-2023,14:48:22,Agra,Holi,14,21,289,10,March,578,Saturday
94,C099,69,5,02-03-2023,14:51:08,11-03-2023,08:14:49,Purnia,Holi,8,14,998,9,March,4990,Thursday
110,C075,26,2,04-03-2023,11:23:44,13-03-2023,08:27:31,Kishanganj,Holi,8,11,289,9,March,578,Saturday
119,C010,6,4,04-03-2023,11:02:10,12-03-2023,12:22:18,Fatehpur,Holi,12,11,1112,8,March,4448,Saturday
134,C036,69,5,05-03-2023,19:12:46,14-03-2023,04:58:29,Malda,Holi,4,19,998,9,March,4990,Sunday
137,C070,47,2,05-03-2023,16:06:24,11-03-2023,07:29:21,Warangal,Holi,7,16,1638,6,March,3276,Sunday
140,C015,47,1,04-03-2023,06:19:35,13-03-2023,21:29:35,Bharatpur,Holi,21,6,1638,9,March,1638,Saturday
153,C094,16,4,04-03-2023,12:15:00,10-03-2023,06:04:43,Rewa,Holi,6,12,1721,6,March,6884,Saturday
158,C007,35,2,03-03-2023,15:40:17,08-03-2023,02:53:01,Medininagar,Holi,2,15,1865,5,March,3730,Friday
168,C092,35,2,04-03-2023,15:36:03,07-03-2023,11:02:42,Bidar,Holi,11,15,1865,3,March,3730,Saturday
172,C070,62,4,03-03-2023,04:40:04,08-03-2023,05:12:47,Patiala,Holi,5,4,1356,5,March,5424,Friday
177,C085,62,4,05-03-2023,01:49:12,07-03-2023,14:50:42,Satara,Holi,14,1,1356,2,March,5424,Sunday
207,C078,6,2,05-03-2023,01:13:16,07-03-2023,12:15:56,Amravati,Holi,12,1,1112,2,March,2224,Sunday
214,C099,13,3,01-03-2023,07:49:55,07-03-2023,08:27:25,Durgapur,Holi,8,7,1141,6,March,3423,Wednesday
219,C027,16,5,05-03-2023,00:36:07,11-03-2023,10:36:05,Bhimavaram,Holi,10,0,1721,6,March,8605,Sunday
220,C001,26,3,06-03-2023,12:26:54,15-03-2023,14:41:52,Jalandhar,Holi,14,12,289,9,March,867,Monday
238,C083,26,4,05-03-2023,07:56:43,11-03-2023,20:18:17,Jammu,Holi,20,7,289,6,March,1156,Sunday
245,C020,50,3,05-03-2023,06:25:26,11-03-2023,09:30:30,Noida,Holi,9,6,422,6,March,1266,Sunday
259,C001,62,1,05-03-2023,15:21:54,10-03-2023,00:04:01,Sirsa,Holi,0,15,1356,5,March,1356,Sunday
260,C100,69,5,06-03-2023,13:06:11,16-03-2023,22:22:30,Satara,Holi,22,13,998,10,March,4990,Monday
267,C055,35,3,04-03-2023,13:38:57,12-03-2023,03:52:00,Chandrapur,Holi,3,13,1865,8,March,5595,Saturday
275,C028,29,1,02-03-2023,04:13:47,05-03-2023,01:17:39,Ranchi,Holi,1,4,1252,3,March,1252,Thursday
286,C098,50,3,06-03-2023,20:05:40,12-03-2023,02:41:27,Mango,Holi,2,20,422,6,March,1266,Monday
287,C011,7,5,03-03-2023,04:54:04,06-03-2023,15:39:57,Muzaffarnagar,Holi,15,4,409,3,March,2045,Friday
290,C079,69,3,06-03-2023,10:27:18,10-03-2023,14:33:34,Alwar,Holi,14,10,998,4,March,2994,Monday
294,C047,26,5,01-03-2023,21:04:18,03-03-2023,19:44:54,Nagpur,Holi,19,21,289,2,March,1445,Wednesday
305,C003,26,1,02-03-2023,00:10:44,10-03-2023,14:01:05,Lucknow,Holi,14,0,289,8,March,289,Thursday
315,C063,26,5,06-03-2023,14:21:31,09-03-2023,19:20:21,Ambattur,Holi,19,14,289,3,March,1445,Monday
317,C014,29,3,07-03-2023,18:51:27,15-03-2023,16:12:50,Ahmednagar,Holi,16,18,1252,8,March,3756,Tuesday
318,C038,26,5,07-03-2023,12:15:49,11-03-2023,15:59:47,Hosur,Holi,15,12,289,4,March,1445,Tuesday
320,C007,13,1,01-03-2023,07:49:55,08-03-2023,08:38:21,Bijapur,Holi,8,7,1141,7,March,1141,Wednesday
343,C006,66,3,06-03-2023,14:12:40,09-03-2023,09:27:05,Parbhani,Holi,9,14,610,3,March,1830,Monday
346,C090,50,1,04-03-2023,23:24:17,12-03-2023,16:46:34,Pondicherry,Holi,16,23,422,8,March,422,Saturday
357,C063,62,4,03-03-2023,20:01:18,13-03-2023,20:55:34,Kavali,Holi,20,20,1356,10,March,5424,Friday
361,C049,47,4,03-03-2023,06:09:56,11-03-2023,08:33:10,Rajkot,Holi,8,6,1638,8,March,6552,Friday
367,C010,47,5,03-03-2023,00:44:09,12-03-2023,15:05:03,South Dumdum,Holi,15,0,1638,9,March,8190,Friday
368,C042,6,3,04-03-2023,23:03:22,06-03-2023,02:52:10,Nashik,Holi,2,23,1112,2,March,3336,Saturday
378,C040,6,2,01-03-2023,11:30:20,08-03-2023,19:26:52,Hindupur,Holi,19,11,1112,7,March,2224,Wednesday
379,C078,66,1,03-03-2023,23:31:41,06-03-2023,10:44:03,Bhavnagar,Holi,10,23,610,3,March,610,Friday
385,C002,50,4,03-03-2023,01:16:01,08-03-2023,10:46:18,Alwar,Holi,10,1,422,5,March,1688,Friday
389,C061,29,2,06-03-2023,03:26:18,16-03-2023,18:13:40,Mahbubnagar,Holi,18,3,1252,10,March,2504,Monday
390,C043,26,4,03-03-2023,15:40:56,10-03-2023,23:02:07,Akola,Holi,23,15,289,7,March,1156,Friday
395,C067,26,2,03-03-2023,23:14:54,06-03-2023,18:32:37,Hosur,Holi,18,23,289,3,March,578,Friday
402,C037,29,1,05-03-2023,16:42:29,08-03-2023,13:32:50,Thrissur,Holi,13,16,1252,3,March,1252,Sunday
417,C004,62,4,07-03-2023,22:40:40,11-03-2023,05:56:33,Khammam,Holi,5,22,1356,4,March,5424,Tuesday
419,C065,47,3,05-03-2023,17:18:51,11-03-2023,13:53:36,Agartala,Holi,13,17,1638,6,March,4914,Sunday
424,C072,7,4,01-03-2023,03:04:56,09-03-2023,10:27:03,Kishanganj,Holi,10,3,409,8,March,1636,Wednesday
440,C018,13,4,07-03-2023,09:33:31,09-03-2023,01:21:29,Gudivada,Holi,1,9,1141,2,March,4564,Tuesday
448,C086,16,1,02-03-2023,02:42:54,03-03-2023,13:42:24,Bulandshahr,Holi,13,2,1721,1,March,1721,Thursday
460,C007,29,2,04-03-2023,07:58:33,06-03-2023,00:07:26,Kolhapur,Holi,0,7,1252,2,March,2504,Saturday
480,C059,62,4,06-03-2023,04:29:31,16-03-2023,22:19:33,Sagar,Holi,22,4,1356,10,March,5424,Monday
507,C028,13,4,07-03-2023,00:28:11,13-03-2023,20:11:36,Malda,Holi,20,0,1141,6,March,4564,Tuesday
509,C003,13,5,05-03-2023,12:48:55,09-03-2023,07:47:16,Uluberia,Holi,7,12,1141,4,March,5705,Sunday
525,C033,16,2,02-03-2023,20:06:08,11-03-2023,22:22:35,Bhagalpur,Holi,22,20,1721,9,March,3442,Thursday
526,C008,13,5,02-03-2023,06:06:20,08-03-2023,01:35:05,Bangalore,Holi,1,6,1141,6,March,5705,Thursday
544,C030,29,2,01-03-2023,02:31:54,11-03-2023,09:33:52,Belgaum,Holi,9,2,1252,10,March,2504,Wednesday
557,C039,47,3,01-03-2023,03:00:42,08-03-2023,02:10:39,Kavali,Holi,2,3,1638,7,March,4914,Wednesday
565,C011,50,3,06-03-2023,17:28:16,14-03-2023,13:12:47,Mehsana,Holi,13,17,422,8,March,1266,Monday
567,C090,66,1,06-03-2023,06:11:59,15-03-2023,18:57:04,Unnao,Holi,18,6,610,9,March,610,Monday
574,C064,29,3,02-03-2023,23:57:06,06-03-2023,21:45:12,Kozhikode,Holi,21,23,1252,4,March,3756,Thursday
579,C092,29,2,07-03-2023,21:38:40,14-03-2023,10:45:06,Maheshtala,Holi,10,21,1252,7,March,2504,Tuesday
592,C007,47,5,07-03-2023,03:27:03,11-03-2023,21:41:23,Phusro,Holi,21,3,1638,4,March,8190,Tuesday
596,C046,50,1,05-03-2023,14:57:41,14-03-2023,17:58:44,Tiruppur,Holi,17,14,422,9,March,422,Sunday
597,C074,16,1,01-03-2023,01:05:53,06-03-2023,02:49:44,Pimpri-Chinchwad,Holi,2,1,1721,5,March,1721,Wednesday
600,C095,47,4,07-03-2023,21:24:39,09-03-2023,15:17:19,Shimla,Holi,15,21,1638,2,March,6552,Tuesday
607,C028,50,3,03-03-2023,01:50:25,05-03-2023,09:52:56,Bidhannagar,Holi,9,1,422,2,March,1266,Friday
612,C075,26,1,02-03-2023,10:22:25,08-03-2023,12:39:50,Shivpuri,Holi,12,10,289,6,March,289,Thursday
614,C089,26,1,03-03-2023,15:36:13,07-03-2023,18:51:41,Aizawl,Holi,18,15,289,4,March,289,Friday
619,C091,35,1,06-03-2023,07:18:46,16-03-2023,03:17:33,Patiala,Holi,3,7,1865,10,March,1865,Monday
657,C055,13,3,03-03-2023,09:37:53,08-03-2023,14:48:35,Kochi,Holi,14,9,1141,5,March,3423,Friday
665,C060,62,5,05-03-2023,14:23:22,15-03-2023,15:54:03,Akola,Holi,15,14,1356,10,March,6780,Sunday
666,C032,26,5,02-03-2023,09:41:06,08-03-2023,19:28:15,Jammu,Holi,19,9,289,6,March,1445,Thursday
686,C026,50,1,01-03-2023,16:29:38,11-03-2023,21:37:59,Bardhaman,Holi,21,16,422,10,March,422,Wednesday
689,C046,66,4,02-03-2023,05:52:42,07-03-2023,11:00:27,Silchar,Holi,11,5,610,5,March,2440,Thursday
696,C046,13,3,07-03-2023,02:42:21,14-03-2023,15:08:45,Rajpur Sonarpur,Holi,15,2,1141,7,March,3423,Tuesday
697,C026,66,1,03-03-2023,14:20:25,07-03-2023,15:14:20,Ichalkaranji,Holi,15,14,610,4,March,610,Friday
700,C006,6,1,04-03-2023,18:17:57,09-03-2023,13:43:07,Gwalior,Holi,13,18,1112,5,March,1112,Saturday
705,C004,7,1,05-03-2023,18:18:01,14-03-2023,17:57:09,Pimpri-Chinchwad,Holi,17,18,409,9,March,409,Sunday
708,C002,62,3,03-03-2023,10:59:15,12-03-2023,05:05:35,Ozhukarai,Holi,5,10,1356,9,March,4068,Friday
722,C044,13,5,02-03-2023,17:30:25,08-03-2023,08:06:58,Mathura,Holi,8,17,1141,6,March,5705,Thursday
725,C035,35,3,06-03-2023,23:23:18,11-03-2023,20:03:47,Kishanganj,Holi,20,23,1865,5,March,5595,Monday
738,C098,16,5,03-03-2023,16:23:38,09-03-2023,01:36:32,Maheshtala,Holi,1,16,1721,6,March,8605,Friday
746,C051,35,2,02-03-2023,05:23:29,06-03-2023,06:24:41,Parbhani,Holi,6,5,1865,4,March,3730,Thursday
747,C009,6,4,06-03-2023,03:43:24,11-03-2023,16:38:35,Dhanbad,Holi,16,3,1112,5,March,4448,Monday
748,C079,26,1,06-03-2023,11:13:52,07-03-2023,20:26:40,Tenali,Holi,20,11,289,1,March,289,Monday
763,C070,29,4,02-03-2023,15:22:09,04-03-2023,04:30:07,Nellore,Holi,4,15,1252,2,March,5008,Thursday
767,C077,13,2,03-03-2023,02:21:13,04-03-2023,00:14:53,Rohtak,Holi,0,2,1141,1,March,2282,Friday
772,C085,35,5,01-03-2023,05:03:06,04-03-2023,08:20:05,Machilipatnam,Holi,8,5,1865,3,March,9325,Wednesday
786,C003,47,1,05-03-2023,22:47:05,07-03-2023,07:16:53,Kirari Suleman Nagar,Holi,7,22,1638,2,March,1638,Sunday
794,C079,13,4,04-03-2023,17:11:58,09-03-2023,14:51:06,Shimoga,Holi,14,17,1141,5,March,4564,Saturday
795,C070,7,1,03-03-2023,17:58:36,07-03-2023,22:17:46,Ujjain,Holi,22,17,409,4,March,409,Friday
797,C047,13,2,03-03-2023,20:57:50,10-03-2023,04:29:03,Tiruvottiyur,Holi,4,20,1141,7,March,2282,Friday
801,C058,35,1,07-03-2023,19:15:48,15-03-2023,06:35:12,Dindigul,Holi,6,19,1865,8,March,1865,Tuesday
803,C040,26,1,03-03-2023,12:03:48,10-03-2023,02:50:05,Sambalpur,Holi,2,12,289,7,March,289,Friday
809,C062,35,1,07-03-2023,19:50:47,17-03-2023,01:51:34,Ludhiana,Holi,1,19,1865,10,March,1865,Tuesday
814,C094,47,5,05-03-2023,01:59:20,14-03-2023,04:41:16,Kumbakonam,Holi,4,1,1638,9,March,8190,Sunday
826,C077,16,5,02-03-2023,20:02:07,08-03-2023,06:16:18,Udaipur,Holi,6,20,1721,6,March,8605,Thursday
833,C002,26,3,05-03-2023,00:40:48,13-03-2023,01:40:17,Shahjahanpur,Holi,1,0,289,8,March,867,Sunday
841,C041,26,5,07-03-2023,06:16:00,12-03-2023,23:16:39,Bhalswa Jahangir Pur,Holi,23,6,289,5,March,1445,Tuesday
848,C005,6,1,06-03-2023,16:52:57,10-03-2023,22:26:48,Shimla,Holi,22,16,1112,4,March,1112,Monday
851,C030,13,3,06-03-2023,11:31:57,10-03-2023,18:17:54,Singrauli,Holi,18,11,1141,4,March,3423,Monday
862,C049,6,4,07-03-2023,05:51:14,15-03-2023,08:23:47,Shimoga,Holi,8,5,1112,8,March,4448,Tuesday
872,C094,13,2,05-03-2023,20:27:57,10-03-2023,01:32:23,Bokaro,Holi,1,20,1141,5,March,2282,Sunday
875,C011,13,1,05-03-2023,21:22:31,14-03-2023,19:57:46,Purnia,Holi,19,21,1141,9,March,1141,Sunday
888,C014,69,3,06-03-2023,11:34:43,11-03-2023,15:14:09,Gandhinagar,Holi,15,11,998,5,March,2994,Monday
915,C014,35,1,06-03-2023,21:12:40,14-03-2023,05:32:37,Uluberia,Holi,5,21,1865,8,March,1865,Monday
948,C061,26,3,04-03-2023,18:21:51,07-03-2023,13:11:26,Dehradun,Holi,13,18,289,3,March,867,Saturday
958,C009,16,3,07-03-2023,14:02:57,14-03-2023,22:04:41,Bihar Sharif,Holi,22,14,1721,7,March,5163,Tuesday
963,C025,29,1,03-03-2023,08:44:19,06-03-2023,10:36:46,Phagwara,Holi,10,8,1252,3,March,1252,Friday
965,C080,62,1,02-03-2023,03:15:10,06-03-2023,17:20:22,Amaravati,Holi,17,3,1356,4,March,1356,Thursday
966,C061,13,2,01-03-2023,02:21:06,10-03-2023,10:22:53,Nellore,Holi,10,2,1141,9,March,2282,Wednesday
971,C027,47,1,02-03-2023,04:02:13,10-03-2023,19:17:36,Sultan Pur Majra,Holi,19,4,1638,8,March,1638,Thursday
975,C077,62,2,04-03-2023,00:26:32,12-03-2023,08:03:42,Sultan Pur Majra,Holi,8,0,1356,8,March,2712,Saturday
977,C005,47,2,05-03-2023,12:33:31,07-03-2023,23:39:44,Rajpur Sonarpur,Holi,23,12,1638,2,March,3276,Sunday
6,C040,28,4,20-08-2023,22:11:35,26-08-2023,19:06:46,Sirsa,Raksha Bandhan,19,22,1778,6,August,7112,Sunday
9,C044,27,4,20-08-2023,23:39:51,29-08-2023,23:59:54,Rajkot,Raksha Bandhan,23,23,548,9,August,2192,Sunday
27,C063,9,2,22-08-2023,11:16:28,30-08-2023,07:59:12,Raipur,Raksha Bandhan,7,11,1605,8,August,3210,Tuesday
52,C023,9,1,29-08-2023,19:55:22,07-09-2023,04:22:02,Hospet,Raksha Bandhan,4,19,1605,9,August,1605,Tuesday
53,C045,9,5,20-08-2023,08:25:45,27-08-2023,05:59:31,Kozhikode,Raksha Bandhan,5,8,1605,7,August,8025,Sunday
71,C013,9,5,20-08-2023,16:32:06,28-08-2023,13:31:32,Karnal,Raksha Bandhan,13,16,1605,8,August,8025,Sunday
15,C069,21,5,26-08-2023,02:52:39,30-08-2023,13:26:45,Pune,Raksha Bandhan,13,2,1561,4,August,7805,Saturday
68,C050,34,4,25-08-2023,22:43:58,31-08-2023,21:31:14,Ahmedabad,Raksha Bandhan,21,22,1335,6,August,5340,Friday
83,C036,27,4,23-08-2023,19:12:01,02-09-2023,14:44:00,Asansol,Raksha Bandhan,14,19,548,10,August,2192,Wednesday
117,C033,59,3,20-08-2023,18:50:05,22-08-2023,03:43:01,Loni,Raksha Bandhan,3,18,811,2,August,2433,Sunday
145,C055,59,5,29-08-2023,16:52:56,03-09-2023,13:04:25,Kumbakonam,Raksha Bandhan,13,16,811,5,August,4055,Tuesday
150,C092,27,5,26-08-2023,07:18:17,29-08-2023,16:56:13,Bidar,Raksha Bandhan,16,7,548,3,August,2740,Saturday
162,C050,55,3,27-08-2023,06:14:31,05-09-2023,15:53:45,Barasat,Raksha Bandhan,15,6,1904,9,August,5712,Sunday
180,C058,55,2,24-08-2023,16:40:33,27-08-2023,08:45:14,Nellore,Raksha Bandhan,8,16,1904,3,August,3808,Thursday
192,C060,64,5,20-08-2023,12:28:32,21-08-2023,02:11:18,Vijayanagaram,Raksha Bandhan,2,12,1878,1,August,9390,Sunday
201,C004,55,4,24-08-2023,04:40:14,30-08-2023,03:52:28,Dewas,Raksha Bandhan,3,4,1904,6,August,7616,Thursday
203,C039,9,5,29-08-2023,05:39:00,08-09-2023,22:40:14,Vijayanagaram,Raksha Bandhan,22,5,1605,10,August,8025,Tuesday
217,C042,53,4,27-08-2023,03:04:34,30-08-2023,16:42:19,Rajkot,Raksha Bandhan,16,3,1672,3,August,6688,Sunday
221,C076,28,4,21-08-2023,02:11:04,30-08-2023,14:00:35,Naihati,Raksha Bandhan,14,2,1778,9,August,7112,Monday
224,C028,34,1,24-08-2023,21:01:58,29-08-2023,02:06:40,Suryapet,Raksha Bandhan,2,21,1335,5,August,1335,Thursday
230,C053,64,3,27-08-2023,08:27:50,01-09-2023,01:35:49,Mehsana,Raksha Bandhan,1,8,1878,5,August,5634,Sunday
231,C093,64,3,24-08-2023,09:15:18,28-08-2023,21:13:01,Proddatur,Raksha Bandhan,21,9,1878,4,August,5634,Thursday
232,C044,28,3,22-08-2023,12:06:09,23-08-2023,09:00:02,Nadiad,Raksha Bandhan,9,12,1778,1,August,5334,Tuesday
233,C098,64,4,26-08-2023,22:15:19,30-08-2023,04:07:39,Nizamabad,Raksha Bandhan,4,22,1878,4,August,7512,Saturday
237,C024,55,1,26-08-2023,09:23:53,30-08-2023,08:19:20,Sasaram,Raksha Bandhan,8,9,1904,4,August,1904,Saturday
239,C088,27,3,29-08-2023,08:33:45,06-09-2023,13:23:08,Gurgaon,Raksha Bandhan,13,8,548,8,August,1644,Tuesday
242,C012,21,1,23-08-2023,10:24:46,31-08-2023,16:02:32,Amroha,Raksha Bandhan,16,10,1561,8,August,1561,Wednesday
257,C077,21,3,22-08-2023,15:42:59,24-08-2023,22:39:39,Chinsurah,Raksha Bandhan,22,15,1561,2,August,4683,Tuesday
270,C084,21,5,22-08-2023,20:21:29,01-09-2023,16:03:59,Avadi,Raksha Bandhan,16,20,1561,10,August,7805,Tuesday
277,C062,34,5,23-08-2023,19:16:40,29-08-2023,15:50:18,Bhilai,Raksha Bandhan,15,19,1335,6,August,6675,Wednesday
288,C035,34,2,21-08-2023,15:58:58,23-08-2023,20:42:36,Ballia,Raksha Bandhan,20,15,1335,2,August,2670,Monday
312,C044,9,1,22-08-2023,18:27:36,27-08-2023,06:01:14,Akola,Raksha Bandhan,6,18,1605,5,August,1605,Tuesday
319,C044,64,1,20-08-2023,06:23:07,26-08-2023,22:44:23,Bikaner,Raksha Bandhan,22,6,1878,6,August,1878,Sunday
325,C091,27,5,25-08-2023,18:30:45,04-09-2023,20:02:37,Amritsar,Raksha Bandhan,20,18,548,10,August,2740,Friday
326,C088,34,3,27-08-2023,15:39:05,03-09-2023,15:33:32,Panchkula,Raksha Bandhan,15,15,1335,7,August,4005,Sunday
330,C059,59,2,24-08-2023,20:25:09,01-09-2023,12:26:20,Shahjahanpur,Raksha Bandhan,12,20,811,8,August,1622,Thursday
334,C066,53,1,28-08-2023,21:19:46,01-09-2023,22:03:03,Patiala,Raksha Bandhan,22,21,1672,4,August,1672,Monday
336,C069,53,1,20-08-2023,04:32:24,25-08-2023,19:54:17,Tiruchirappalli,Raksha Bandhan,19,4,1672,5,August,1672,Sunday
338,C087,21,3,20-08-2023,14:15:51,28-08-2023,01:34:07,Panchkula,Raksha Bandhan,1,14,1561,8,August,4683,Sunday
341,C028,9,2,20-08-2023,14:54:35,30-08-2023,22:32:13,Ongole,Raksha Bandhan,22,14,1605,10,August,3210,Sunday
